Publisher_ID;Publisher
PB032;MTV Games
PB029;THQ
PB010;Sega
PB240;Victor Interactive
PB007;Ubisoft
PB023;Vivendi Games
PB002;
PB005;Sony Computer Entertainment
PB006;Activision
PB002;
PB010;Sega
PB199;Kadokawa Shoten
PB029;THQ
PB007;Ubisoft
PB020;Warner Bros. Interactive Entertainment
PB002;
PB004;Take-Two Interactive
PB029;THQ
PB012;Atari
PB007;Ubisoft
PB005;Sony Computer Entertainment
PB241;Detn8 Games
PB016;Konami Digital Entertainment
PB009;Electronic Arts
PB053;Unknown
PB083;Psygnosis
PB001;Nintendo
PB016;Konami Digital Entertainment
PB047;Tecmo Koei
PB025;Namco Bandai Games
PB091;GSP
PB009;Electronic Arts
PB016;Konami Digital Entertainment
PB009;Electronic Arts
PB235;SNK
PB242;American Softworks
PB067;Rising Star Games
PB094;Slightly Mad Studios
PB004;Take-Two Interactive
PB006;Activision
PB004;Take-Two Interactive
PB006;Activision
PB029;THQ
PB002;
PB057;Activision Value
PB014;Capcom
PB009;Electronic Arts
PB002;
PB041;Deep Silver
PB017;Square Enix
PB029;THQ
PB007;Ubisoft
PB025;Namco Bandai Games
PB006;Activision
PB001;Nintendo
PB010;Sega
PB047;Tecmo Koei
PB006;Activision
PB029;THQ
PB001;Nintendo
PB005;Sony Computer Entertainment
PB013;505 Games
PB002;
PB025;Namco Bandai Games
PB015;GT Interactive
PB006;Activision
PB007;Ubisoft
PB025;Namco Bandai Games
PB002;
PB001;Nintendo
PB021;Eidos Interactive
PB014;Capcom
PB002;
PB024;Enix Corporation
PB009;Electronic Arts
PB131;Tomy Corporation
PB006;Activision
PB016;Konami Digital Entertainment
PB033;Disney Interactive Studios
PB017;Square Enix
PB083;Psygnosis
PB016;Konami Digital Entertainment
PB029;THQ
PB001;Nintendo
PB015;GT Interactive
PB141;Banpresto
PB009;Electronic Arts
PB082;Zoo Digital Publishing
PB038;Midway Games
PB009;Electronic Arts
PB033;Disney Interactive Studios
PB081;Ocean
PB013;505 Games
PB002;
PB002;
PB002;
PB025;Namco Bandai Games
PB047;Tecmo Koei
PB005;Sony Computer Entertainment
PB002;
PB058;D3Publisher
PB002;
PB243;Nordcurrent
PB029;THQ
PB010;Sega
PB005;Sony Computer Entertainment
PB007;Ubisoft
PB029;THQ
PB032;MTV Games
PB001;Nintendo
PB005;Sony Computer Entertainment
PB112;Scholastic Inc.
PB131;Tomy Corporation
PB213;Marvelous Interactive
PB025;Namco Bandai Games
PB005;Sony Computer Entertainment
PB081;Ocean
PB181;Kemco
PB009;Electronic Arts
PB025;Namco Bandai Games
PB033;Disney Interactive Studios
PB007;Ubisoft
PB004;Take-Two Interactive
PB038;Midway Games
PB009;Electronic Arts
PB021;Eidos Interactive
PB025;Namco Bandai Games
PB038;Midway Games
PB016;Konami Digital Entertainment
PB009;Electronic Arts
PB025;Namco Bandai Games
PB010;Sega
PB041;Deep Silver
PB169;Takara
PB025;Namco Bandai Games
PB025;Namco Bandai Games
PB002;
PB002;
PB244;Bomb
PB044;Parker Bros.
PB245;Falcom Corporation
PB029;THQ
PB025;Namco Bandai Games
PB033;Disney Interactive Studios
PB036;Level 5
PB058;D3Publisher
PB002;
PB065;Crave Entertainment
PB002;
PB066;Hudson Soft
PB025;Namco Bandai Games
PB013;505 Games
PB058;D3Publisher
PB010;Sega
PB012;Atari
PB007;Ubisoft
PB002;
PB009;Electronic Arts
PB014;Capcom
PB007;Ubisoft
PB002;
PB096;Global Star
PB002;
PB002;
PB029;THQ
PB007;Ubisoft
PB014;Capcom
PB213;Marvelous Interactive
PB034;Majesco Entertainment
PB004;Take-Two Interactive
PB005;Sony Computer Entertainment
PB047;Tecmo Koei
PB183;Avanquest
PB012;Atari
PB002;
PB031;Acclaim Entertainment
PB023;Vivendi Games
PB031;Acclaim Entertainment
PB002;
PB025;Namco Bandai Games
PB007;Ubisoft
PB014;Capcom
PB006;Activision
PB002;
PB010;Sega
PB029;THQ
PB006;Activision
PB014;Capcom
PB020;Warner Bros. Interactive Entertainment
PB017;Square Enix
PB023;Vivendi Games
PB016;Konami Digital Entertainment
PB029;THQ
PB246;AQ Interactive
PB007;Ubisoft
PB143;Mattel Interactive
PB007;Ubisoft
PB002;
PB085;Empire Interactive
PB126;Nippon Ichi Software
PB007;Ubisoft
PB007;Ubisoft
PB020;Warner Bros. Interactive Entertainment
PB012;Atari
PB007;Ubisoft
PB166;Telltale Games
PB009;Electronic Arts
PB041;Deep Silver
PB002;
PB017;Square Enix
PB029;THQ
PB006;Activision
PB002;
PB014;Capcom
PB151;Imagineer
PB015;GT Interactive
PB025;Namco Bandai Games
PB025;Namco Bandai Games
PB029;THQ
PB014;Capcom
PB002;
PB082;Zoo Digital Publishing
PB002;
PB183;Avanquest
PB031;Acclaim Entertainment
PB012;Atari
PB021;Eidos Interactive
PB192;Kalypso Media
PB051;Infogrames
PB058;D3Publisher
PB030;Fox Interactive
PB009;Electronic Arts
PB021;Eidos Interactive
PB008;Bethesda Softworks
PB016;Konami Digital Entertainment
PB025;Namco Bandai Games
PB031;Acclaim Entertainment
PB013;505 Games
PB095;Sammy Corporation
PB019;Virgin Interactive
PB009;Electronic Arts
PB010;Sega
PB053;Unknown
PB002;
PB025;Namco Bandai Games
PB009;Electronic Arts
PB029;THQ
PB007;Ubisoft
PB065;Crave Entertainment
PB006;Activision
PB031;Acclaim Entertainment
PB001;Nintendo
PB009;Electronic Arts
PB010;Sega
PB041;Deep Silver
PB067;Rising Star Games
PB002;
PB001;Nintendo
PB009;Electronic Arts
PB001;Nintendo
PB002;
PB005;Sony Computer Entertainment
PB002;
PB068;Atlus
PB047;Tecmo Koei
PB006;Activision
PB009;Electronic Arts
PB016;Konami Digital Entertainment
PB002;
PB002;
PB004;Take-Two Interactive
PB001;Nintendo
PB082;Zoo Digital Publishing
PB029;THQ
PB016;Konami Digital Entertainment
PB005;Sony Computer Entertainment
PB009;Electronic Arts
PB014;Capcom
PB082;Zoo Digital Publishing
PB001;Nintendo
PB186;Black Bean Games
PB009;Electronic Arts
PB029;THQ
PB010;Sega
PB035;Codemasters
PB225;DTP Entertainment
PB029;THQ
PB006;Activision
PB084;City Interactive
PB007;Ubisoft
PB025;Namco Bandai Games
PB006;Activision
PB025;Namco Bandai Games
PB021;Eidos Interactive
PB025;Namco Bandai Games
PB247;CCP
PB025;Namco Bandai Games
PB047;Tecmo Koei
PB002;
PB002;
PB017;Square Enix
PB016;Konami Digital Entertainment
PB029;THQ
PB053;Unknown
PB057;Activision Value
PB140;Ghostlight
PB001;Nintendo
PB178;PQube
PB007;Ubisoft
PB145;BMG Interactive Entertainment
PB002;
PB025;Namco Bandai Games
PB021;Eidos Interactive
PB005;Sony Computer Entertainment
PB007;Ubisoft
PB010;Sega
PB006;Activision
PB002;
PB199;Kadokawa Shoten
PB025;Namco Bandai Games
PB090;Agetec
PB151;Imagineer
PB120;Nordic Games
PB012;Atari
PB016;Konami Digital Entertainment
PB126;Nippon Ichi Software
PB002;
PB004;Take-Two Interactive
PB006;Activision
PB006;Activision
PB029;THQ
PB009;Electronic Arts
PB002;
PB029;THQ
PB002;
PB016;Konami Digital Entertainment
PB007;Ubisoft
PB009;Electronic Arts
PB066;Hudson Soft
PB069;TDK Mediactive
PB002;
PB062;Gotham Games
PB025;Namco Bandai Games
PB007;Ubisoft
PB006;Activision
PB029;THQ
PB004;Take-Two Interactive
PB052;Universal Interactive
PB033;Disney Interactive Studios
PB029;THQ
PB029;THQ
PB004;Take-Two Interactive
PB006;Activision
PB004;Take-Two Interactive
PB041;Deep Silver
PB016;Konami Digital Entertainment
PB009;Electronic Arts
PB035;Codemasters
PB006;Activision
PB248;Sears
PB012;Atari
PB053;Unknown
PB016;Konami Digital Entertainment
PB016;Konami Digital Entertainment
PB009;Electronic Arts
PB009;Electronic Arts
PB007;Ubisoft
PB014;Capcom
PB009;Electronic Arts
PB025;Namco Bandai Games
PB131;Tomy Corporation
PB053;Unknown
PB179;Pioneer LDC
PB006;Activision
PB025;Namco Bandai Games
PB091;GSP
PB100;Marvelous Entertainment
PB029;THQ
PB002;
PB047;Tecmo Koei
PB031;Acclaim Entertainment
PB249;JoWood Productions
PB007;Ubisoft
PB006;Activision
PB007;Ubisoft
PB158;XS Games
PB002;
PB014;Capcom
PB029;THQ
PB025;Namco Bandai Games
PB071;Zoo Games
PB005;Sony Computer Entertainment
PB029;THQ
PB069;TDK Mediactive
PB016;Konami Digital Entertainment
PB010;Sega
PB002;
PB033;Disney Interactive Studios
PB013;505 Games
PB006;Activision
PB113;Interplay
PB027;Hasbro Interactive
PB029;THQ
PB038;Midway Games
PB065;Crave Entertainment
PB019;Virgin Interactive
PB002;
PB002;
PB250;Seta Corporation
PB186;Black Bean Games
PB235;SNK
PB009;Electronic Arts
PB186;Black Bean Games
PB251;On Demand
PB011;SquareSoft
PB005;Sony Computer Entertainment
PB016;Konami Digital Entertainment
PB003;Microsoft Game Studios
PB252;Gamebridge
PB021;Eidos Interactive
PB012;Atari
PB009;Electronic Arts
PB006;Activision
PB126;Nippon Ichi Software
PB009;Electronic Arts
PB002;
PB016;Konami Digital Entertainment
PB069;TDK Mediactive
PB001;Nintendo
PB025;Namco Bandai Games
PB010;Sega
PB038;Midway Games
PB029;THQ
PB009;Electronic Arts
PB194;Zushi Games
PB083;Psygnosis
PB016;Konami Digital Entertainment
PB021;Eidos Interactive
PB006;Activision
PB025;Namco Bandai Games
PB038;Midway Games
PB020;Warner Bros. Interactive Entertainment
PB007;Ubisoft
PB025;Namco Bandai Games
PB021;Eidos Interactive
PB112;Scholastic Inc.
PB047;Tecmo Koei
PB034;Majesco Entertainment
PB029;THQ
PB025;Namco Bandai Games
PB009;Electronic Arts
PB009;Electronic Arts
PB029;THQ
PB031;Acclaim Entertainment
PB006;Activision
PB009;Electronic Arts
PB002;
PB010;Sega
PB025;Namco Bandai Games
PB002;
PB016;Konami Digital Entertainment
PB029;THQ
PB007;Ubisoft
PB213;Marvelous Interactive
PB006;Activision
PB009;Electronic Arts
PB082;Zoo Digital Publishing
PB007;Ubisoft
PB002;
PB096;Global Star
PB001;Nintendo
PB010;Sega
PB007;Ubisoft
PB146;Trion Worlds
PB010;Sega
PB020;Warner Bros. Interactive Entertainment
PB051;Infogrames
PB002;
PB012;Atari
PB005;Sony Computer Entertainment
PB016;Konami Digital Entertainment
PB006;Activision
PB029;THQ
PB166;Telltale Games
PB012;Atari
PB002;
PB047;Tecmo Koei
PB235;SNK
PB013;505 Games
PB031;Acclaim Entertainment
PB006;Activision
PB007;Ubisoft
PB012;Atari
PB029;THQ
PB001;Nintendo
PB065;Crave Entertainment
PB029;THQ
PB084;City Interactive
PB009;Electronic Arts
PB014;Capcom
PB016;Konami Digital Entertainment
PB002;
PB012;Atari
PB051;Infogrames
PB010;Sega
PB036;Level 5
PB002;
PB186;Black Bean Games
PB014;Capcom
PB005;Sony Computer Entertainment
PB053;Unknown
PB002;
PB009;Electronic Arts
PB004;Take-Two Interactive
PB025;Namco Bandai Games
PB010;Sega
PB010;Sega
PB007;Ubisoft
PB007;Ubisoft
PB004;Take-Two Interactive
PB016;Konami Digital Entertainment
PB002;
PB002;
PB065;Crave Entertainment
PB207;BPS
PB010;Sega
PB126;Nippon Ichi Software
PB002;
PB050;Mindscape
PB065;Crave Entertainment
PB148;Ignition Entertainment
PB016;Konami Digital Entertainment
PB178;PQube
PB001;Nintendo
PB050;Mindscape
PB013;505 Games
PB005;Sony Computer Entertainment
PB003;Microsoft Game Studios
PB035;Codemasters
PB093;Play It
PB029;THQ
PB002;
PB235;SNK
PB038;Midway Games
PB025;Namco Bandai Games
PB033;Disney Interactive Studios
PB058;D3Publisher
PB006;Activision
PB002;
PB025;Namco Bandai Games
PB007;Ubisoft
PB029;THQ
PB051;Infogrames
PB004;Take-Two Interactive
PB035;Codemasters
PB010;Sega
PB029;THQ
PB011;SquareSoft
PB126;Nippon Ichi Software
PB035;Codemasters
PB007;Ubisoft
PB010;Sega
PB005;Sony Computer Entertainment
PB029;THQ
PB009;Electronic Arts
PB025;Namco Bandai Games
PB013;505 Games
PB010;Sega
PB010;Sega
PB002;
PB010;Sega
PB029;THQ
PB025;Namco Bandai Games
PB007;Ubisoft
PB038;Midway Games
PB047;Tecmo Koei
PB009;Electronic Arts
PB007;Ubisoft
PB232;ArtDink
PB025;Namco Bandai Games
PB006;Activision
PB002;
PB007;Ubisoft
PB253;Aspyr
PB017;Square Enix
PB025;Namco Bandai Games
PB113;Interplay
PB006;Activision
PB012;Atari
PB032;MTV Games
PB016;Konami Digital Entertainment
PB009;Electronic Arts
PB005;Sony Computer Entertainment
PB002;
PB016;Konami Digital Entertainment
PB183;Avanquest
PB041;Deep Silver
PB020;Warner Bros. Interactive Entertainment
PB002;
PB007;Ubisoft
PB018;LucasArts
PB005;Sony Computer Entertainment
PB033;Disney Interactive Studios
PB007;Ubisoft
PB025;Namco Bandai Games
PB099;Titus
PB006;Activision
PB181;Kemco
PB006;Activision
PB002;
PB002;
PB002;
PB141;Banpresto
PB068;Atlus
PB005;Sony Computer Entertainment
PB008;Bethesda Softworks
PB010;Sega
PB006;Activision
PB254;Agatsuma Entertainment
PB002;
PB002;
PB006;Activision
PB095;Sammy Corporation
PB025;Namco Bandai Games
PB162;Xplosiv
PB126;Nippon Ichi Software
PB047;Tecmo Koei
PB029;THQ
PB025;Namco Bandai Games
PB029;THQ
PB010;Sega
PB004;Take-Two Interactive
PB006;Activision
PB011;SquareSoft
PB009;Electronic Arts
PB009;Electronic Arts
PB010;Sega
PB009;Electronic Arts
PB016;Konami Digital Entertainment
PB149;Destineer
PB004;Take-Two Interactive
PB016;Konami Digital Entertainment
PB057;Activision Value
PB007;Ubisoft
PB005;Sony Computer Entertainment
PB033;Disney Interactive Studios
PB029;THQ
PB223;Little Orbit
PB006;Activision
PB009;Electronic Arts
PB016;Konami Digital Entertainment
PB016;Konami Digital Entertainment
PB007;Ubisoft
PB006;Activision
PB002;
PB010;Sega
PB006;Activision
PB002;
PB031;Acclaim Entertainment
PB009;Electronic Arts
PB016;Konami Digital Entertainment
PB064;GungHo
PB029;THQ
PB255;Compile Heart
PB029;THQ
PB004;Take-Two Interactive
PB025;Namco Bandai Games
PB025;Namco Bandai Games
PB033;Disney Interactive Studios
PB009;Electronic Arts
PB031;Acclaim Entertainment
PB007;Ubisoft
PB007;Ubisoft
PB029;THQ
PB013;505 Games
PB017;Square Enix
PB012;Atari
PB256;Culture Brain
PB006;Activision
PB014;Capcom
PB034;Majesco Entertainment
PB051;Infogrames
PB065;Crave Entertainment
PB006;Activision
PB012;Atari
PB007;Ubisoft
PB016;Konami Digital Entertainment
PB010;Sega
PB002;
PB025;Namco Bandai Games
PB009;Electronic Arts
PB029;THQ
PB029;THQ
PB029;THQ
PB047;Tecmo Koei
PB257;Mad Catz
PB023;Vivendi Games
PB007;Ubisoft
PB002;
PB243;Nordcurrent
PB006;Activision
PB016;Konami Digital Entertainment
PB258;Shogakukan
PB019;Virgin Interactive
PB004;Take-Two Interactive
PB007;Ubisoft
PB065;Crave Entertainment
PB025;Namco Bandai Games
PB029;THQ
PB012;Atari
PB014;Capcom
PB023;Vivendi Games
PB016;Konami Digital Entertainment
PB006;Activision
PB162;Xplosiv
PB259;Merscom LLC
PB002;
PB126;Nippon Ichi Software
PB260;Rebellion Developments
PB005;Sony Computer Entertainment
PB234;Gust
PB002;
PB168;BAM! Entertainment
PB047;Tecmo Koei
PB035;Codemasters
PB149;Destineer
PB071;Zoo Games
PB035;Codemasters
PB085;Empire Interactive
PB002;
PB023;Vivendi Games
PB148;Ignition Entertainment
PB001;Nintendo
PB041;Deep Silver
PB025;Namco Bandai Games
PB002;
PB077;Focus Home Interactive
PB021;Eidos Interactive
PB016;Konami Digital Entertainment
PB006;Activision
PB007;Ubisoft
PB213;Marvelous Interactive
PB004;Take-Two Interactive
PB010;Sega
PB025;Namco Bandai Games
PB007;Ubisoft
PB261;Nippon Telenet
PB007;Ubisoft
PB002;
PB142;Spike
PB010;Sega
PB023;Vivendi Games
PB199;Kadokawa Shoten
PB007;Ubisoft
PB262;TDK Core
PB016;Konami Digital Entertainment
PB016;Konami Digital Entertainment
PB009;Electronic Arts
PB095;Sammy Corporation
PB025;Namco Bandai Games
PB047;Tecmo Koei
PB004;Take-Two Interactive
PB005;Sony Computer Entertainment
PB263;bitComposer Games
PB029;THQ
PB082;Zoo Digital Publishing
PB016;Konami Digital Entertainment
PB017;Square Enix
PB007;Ubisoft
PB017;Square Enix
PB002;
PB014;Capcom
PB264;Foreign Media Games
PB002;
PB041;Deep Silver
PB002;
PB016;Konami Digital Entertainment
PB017;Square Enix
PB014;Capcom
PB016;Konami Digital Entertainment
PB009;Electronic Arts
PB006;Activision
PB032;MTV Games
PB141;Banpresto
PB031;Acclaim Entertainment
PB177;Screenlife
PB113;Interplay
PB017;Square Enix
PB016;Konami Digital Entertainment
PB029;THQ
PB001;Nintendo
PB009;Electronic Arts
PB082;Zoo Digital Publishing
PB021;Eidos Interactive
PB009;Electronic Arts
PB004;Take-Two Interactive
PB007;Ubisoft
PB029;THQ
PB002;
PB002;
PB021;Eidos Interactive
PB213;Marvelous Interactive
PB006;Activision
PB025;Namco Bandai Games
PB012;Atari
PB025;Namco Bandai Games
PB006;Activision
PB009;Electronic Arts
PB201;PopCap Games
PB009;Electronic Arts
PB016;Konami Digital Entertainment
PB031;Acclaim Entertainment
PB016;Konami Digital Entertainment
PB002;
PB038;Midway Games
PB007;Ubisoft
PB265;SSI
PB182;Human Entertainment
PB025;Namco Bandai Games
PB010;Sega
PB013;505 Games
PB097;Koch Media
PB007;Ubisoft
PB136;Rondomedia
PB029;THQ
PB025;Namco Bandai Games
PB010;Sega
PB005;Sony Computer Entertainment
PB148;Ignition Entertainment
PB014;Capcom
PB029;THQ
PB005;Sony Computer Entertainment
PB016;Konami Digital Entertainment
PB029;THQ
PB036;Level 5
PB029;THQ
PB009;Electronic Arts
PB266;Kadokawa Games
PB029;THQ
PB002;
PB009;Electronic Arts
PB007;Ubisoft
PB016;Konami Digital Entertainment
PB003;Microsoft Game Studios
PB009;Electronic Arts
PB006;Activision
PB005;Sony Computer Entertainment
PB267;Idea Factory
PB015;GT Interactive
PB015;GT Interactive
PB060;Video System
PB087;Compile
PB151;Imagineer
PB015;GT Interactive
PB209;NewKidCo
PB001;Nintendo
PB268;Performance Designed Products
PB025;Namco Bandai Games
PB007;Ubisoft
PB009;Electronic Arts
PB016;Konami Digital Entertainment
PB041;Deep Silver
PB007;Ubisoft
PB006;Activision
PB009;Electronic Arts
PB142;Spike
PB050;Mindscape
PB009;Electronic Arts
PB004;Take-Two Interactive
PB010;Sega
PB047;Tecmo Koei
PB029;THQ
PB016;Konami Digital Entertainment
PB190;Media Rings
PB021;Eidos Interactive
PB269;Xseed Games
PB025;Namco Bandai Games
PB058;D3Publisher
PB013;505 Games
PB007;Ubisoft
PB052;Universal Interactive
PB002;
PB006;Activision
PB007;Ubisoft
PB009;Electronic Arts
PB006;Activision
PB010;Sega
PB012;Atari
PB025;Namco Bandai Games
PB002;
PB001;Nintendo
PB270;Astragon
PB023;Vivendi Games
PB143;Mattel Interactive
PB002;
PB210;Storm City Games
PB005;Sony Computer Entertainment
PB034;Majesco Entertainment
PB072;Accolade
PB010;Sega
PB047;Tecmo Koei
PB009;Electronic Arts
PB006;Activision
PB025;Namco Bandai Games
PB001;Nintendo
PB025;Namco Bandai Games
PB025;Namco Bandai Games
PB006;Activision
PB007;Ubisoft
PB031;Acclaim Entertainment
PB249;JoWood Productions
PB080;SouthPeak Games
PB013;505 Games
PB016;Konami Digital Entertainment
PB029;THQ
PB025;Namco Bandai Games
PB001;Nintendo
PB005;Sony Computer Entertainment
PB226;Hect
PB035;Codemasters
PB066;Hudson Soft
PB047;Tecmo Koei
PB002;
PB025;Namco Bandai Games
PB120;Nordic Games
PB053;Unknown
PB033;Disney Interactive Studios
PB028;Sony Computer Entertainment Europe
PB071;Zoo Games
PB025;Namco Bandai Games
PB025;Namco Bandai Games
PB171;Mastiff
PB023;Vivendi Games
PB058;D3Publisher
PB001;Nintendo
PB007;Ubisoft
PB271;Core Design Ltd.
PB033;Disney Interactive Studios
PB006;Activision
PB016;Konami Digital Entertainment
PB025;Namco Bandai Games
PB250;Seta Corporation
PB002;
PB009;Electronic Arts
PB016;Konami Digital Entertainment
PB023;Vivendi Games
PB072;Accolade
PB213;Marvelous Interactive
PB005;Sony Computer Entertainment
PB013;505 Games
PB014;Capcom
PB025;Namco Bandai Games
PB134;Metro 3D
PB006;Activision
PB014;Capcom
PB010;Sega
PB006;Activision
PB029;THQ
PB016;Konami Digital Entertainment
PB047;Tecmo Koei
PB021;Eidos Interactive
PB006;Activision
PB010;Sega
PB009;Electronic Arts
PB003;Microsoft Game Studios
PB036;Level 5
PB001;Nintendo
PB025;Namco Bandai Games
PB006;Activision
PB058;D3Publisher
PB047;Tecmo Koei
PB010;Sega
PB186;Black Bean Games
PB047;Tecmo Koei
PB009;Electronic Arts
PB007;Ubisoft
PB003;Microsoft Game Studios
PB038;Midway Games
PB073;Sony Online Entertainment
PB006;Activision
PB038;Midway Games
PB029;THQ
PB025;Namco Bandai Games
PB010;Sega
PB005;Sony Computer Entertainment
PB020;Warner Bros. Interactive Entertainment
PB002;
PB023;Vivendi Games
PB002;
PB009;Electronic Arts
PB016;Konami Digital Entertainment
PB007;Ubisoft
PB013;505 Games
PB168;BAM! Entertainment
PB029;THQ
PB007;Ubisoft
PB012;Atari
PB004;Take-Two Interactive
PB272;Milestone S.r.l.
PB018;LucasArts
PB009;Electronic Arts
PB023;Vivendi Games
PB067;Rising Star Games
PB032;MTV Games
PB240;Victor Interactive
PB004;Take-Two Interactive
PB017;Square Enix
PB009;Electronic Arts
PB047;Tecmo Koei
PB009;Electronic Arts
PB005;Sony Computer Entertainment
PB033;Disney Interactive Studios
PB038;Midway Games
PB013;505 Games
PB047;Tecmo Koei
PB141;Banpresto
PB004;Take-Two Interactive
PB156;Jaleco
PB126;Nippon Ichi Software
PB029;THQ
PB003;Microsoft Game Studios
PB262;TDK Core
PB004;Take-Two Interactive
PB002;
PB006;Activision
PB012;Atari
PB001;Nintendo
PB005;Sony Computer Entertainment
PB012;Atari
PB029;THQ
PB007;Ubisoft
PB038;Midway Games
PB016;Konami Digital Entertainment
PB002;
PB051;Infogrames
PB021;Eidos Interactive
PB006;Activision
PB014;Capcom
PB016;Konami Digital Entertainment
PB025;Namco Bandai Games
PB005;Sony Computer Entertainment
PB208;Gathering of Developers
PB017;Square Enix
PB012;Atari
PB225;DTP Entertainment
PB007;Ubisoft
PB016;Konami Digital Entertainment
PB010;Sega
PB010;Sega
PB006;Activision
PB005;Sony Computer Entertainment
PB006;Activision
PB020;Warner Bros. Interactive Entertainment
PB006;Activision
PB006;Activision
PB120;Nordic Games
PB014;Capcom
PB033;Disney Interactive Studios
PB006;Activision
PB007;Ubisoft
PB126;Nippon Ichi Software
PB273;PlayV
PB009;Electronic Arts
PB002;
PB002;
PB014;Capcom
PB001;Nintendo
PB002;
PB198;Brash Entertainment
PB051;Infogrames
PB216;Arc System Works
PB016;Konami Digital Entertainment
PB058;D3Publisher
PB010;Sega
PB141;Banpresto
PB053;Unknown
PB126;Nippon Ichi Software
PB085;Empire Interactive
PB005;Sony Computer Entertainment
PB006;Activision
PB014;Capcom
PB101;Genki
PB049;ASCII Entertainment
PB009;Electronic Arts
PB020;Warner Bros. Interactive Entertainment
PB006;Activision
PB033;Disney Interactive Studios
PB209;NewKidCo
PB031;Acclaim Entertainment
PB016;Konami Digital Entertainment
PB255;Compile Heart
PB038;Midway Games
PB141;Banpresto
PB006;Activision
PB010;Sega
PB002;
PB009;Electronic Arts
PB080;SouthPeak Games
PB007;Ubisoft
PB010;Sega
PB010;Sega
PB085;Empire Interactive
PB006;Activision
PB010;Sega
PB002;
PB017;Square Enix
PB002;
PB001;Nintendo
PB006;Activision
PB029;THQ
PB029;THQ
PB005;Sony Computer Entertainment
PB006;Activision
PB010;Sega
PB006;Activision
PB065;Crave Entertainment
PB007;Ubisoft
PB009;Electronic Arts
PB010;Sega
PB002;
PB002;
PB082;Zoo Digital Publishing
PB047;Tecmo Koei
PB009;Electronic Arts
PB016;Konami Digital Entertainment
PB053;Unknown
PB021;Eidos Interactive
PB008;Bethesda Softworks
PB274;UFO Interactive
PB016;Konami Digital Entertainment
PB006;Activision
PB009;Electronic Arts
PB025;Namco Bandai Games
PB012;Atari
PB051;Infogrames
PB047;Tecmo Koei
PB038;Midway Games
PB148;Ignition Entertainment
PB007;Ubisoft
PB149;Destineer
PB029;THQ
PB057;Activision Value
PB225;DTP Entertainment
PB004;Take-Two Interactive
PB025;Namco Bandai Games
PB005;Sony Computer Entertainment
PB053;Unknown
PB126;Nippon Ichi Software
PB096;Global Star
PB013;505 Games
PB021;Eidos Interactive
PB029;THQ
PB004;Take-Two Interactive
PB016;Konami Digital Entertainment
PB009;Electronic Arts
PB025;Namco Bandai Games
PB053;Unknown
PB025;Namco Bandai Games
PB029;THQ
PB009;Electronic Arts
PB012;Atari
PB025;Namco Bandai Games
PB002;
PB014;Capcom
PB010;Sega
PB007;Ubisoft
PB096;Global Star
PB071;Zoo Games
PB038;Midway Games
PB010;Sega
PB033;Disney Interactive Studios
PB025;Namco Bandai Games
PB016;Konami Digital Entertainment
PB029;THQ
PB002;
PB018;LucasArts
PB085;Empire Interactive
PB127;LEGO Media
PB002;
PB002;
PB029;THQ
PB012;Atari
PB002;
PB029;THQ
PB141;Banpresto
PB016;Konami Digital Entertainment
PB002;
PB025;Namco Bandai Games
PB029;THQ
PB029;THQ
PB010;Sega
PB007;Ubisoft
PB033;Disney Interactive Studios
PB053;Unknown
PB016;Konami Digital Entertainment
PB111;Ubisoft Annecy
PB038;Midway Games
PB033;Disney Interactive Studios
PB035;Codemasters
PB005;Sony Computer Entertainment
PB007;Ubisoft
PB155;Midas Interactive Entertainment
PB002;
PB016;Konami Digital Entertainment
PB016;Konami Digital Entertainment
PB020;Warner Bros. Interactive Entertainment
PB018;LucasArts
PB007;Ubisoft
PB143;Mattel Interactive
PB002;
PB016;Konami Digital Entertainment
PB010;Sega
PB002;
PB275;Idea Factory International
PB002;
PB276;Playlogic Game Factory
PB076;Natsume
PB029;THQ
PB002;
PB007;Ubisoft
PB033;Disney Interactive Studios
PB166;Telltale Games
PB003;Microsoft Game Studios
PB012;Atari
PB031;Acclaim Entertainment
PB016;Konami Digital Entertainment
PB065;Crave Entertainment
PB277;Essential Games
PB006;Activision
PB004;Take-Two Interactive
PB142;Spike
PB017;Square Enix
PB005;Sony Computer Entertainment
PB225;DTP Entertainment
PB025;Namco Bandai Games
PB038;Midway Games
PB003;Microsoft Game Studios
PB235;SNK
PB017;Square Enix
PB006;Activision
PB002;
PB013;505 Games
PB149;Destineer
PB025;Namco Bandai Games
PB005;Sony Computer Entertainment
PB009;Electronic Arts
PB268;Performance Designed Products
PB009;Electronic Arts
PB010;Sega
PB023;Vivendi Games
PB278;Funcom
PB004;Take-Two Interactive
PB006;Activision
PB006;Activision
PB023;Vivendi Games
PB002;
PB025;Namco Bandai Games
PB006;Activision
PB016;Konami Digital Entertainment
PB019;Virgin Interactive
PB003;Microsoft Game Studios
PB020;Warner Bros. Interactive Entertainment
PB009;Electronic Arts
PB002;
PB005;Sony Computer Entertainment
PB016;Konami Digital Entertainment
PB002;
PB025;Namco Bandai Games
PB112;Scholastic Inc.
PB025;Namco Bandai Games
PB025;Namco Bandai Games
PB115;ChunSoft
PB080;SouthPeak Games
PB002;
PB023;Vivendi Games
PB058;D3Publisher
PB093;Play It
PB156;Jaleco
PB029;THQ
PB004;Take-Two Interactive
PB012;Atari
PB074;3DO
