Publisher_ID;Publisher
PB016;Konami Digital Entertainment
PB053;Unknown
PB120;Nordic Games
PB031;Acclaim Entertainment
PB014;Capcom
PB194;Zushi Games
PB006;Activision
PB009;Electronic Arts
PB066;Hudson Soft
PB025;Namco Bandai Games
PB002;
PB007;Ubisoft
PB002;
PB034;Majesco Entertainment
PB025;Namco Bandai Games
PB006;Activision
PB009;Electronic Arts
PB017;Square Enix
PB002;
PB016;Konami Digital Entertainment
PB014;Capcom
PB213;Marvelous Interactive
PB016;Konami Digital Entertainment
PB020;Warner Bros. Interactive Entertainment
PB029;THQ
PB029;THQ
PB006;Activision
PB009;Electronic Arts
PB006;Activision
PB002;
PB195;Jorudan
PB006;Activision
PB047;Tecmo Koei
PB038;Midway Games
PB002;
PB002;
PB002;
PB183;Avanquest
PB020;Warner Bros. Interactive Entertainment
PB002;
PB002;
PB017;Square Enix
PB029;THQ
PB007;Ubisoft
PB012;Atari
PB007;Ubisoft
PB007;Ubisoft
PB005;Sony Computer Entertainment
PB002;
PB020;Warner Bros. Interactive Entertainment
PB021;Eidos Interactive
PB017;Square Enix
PB004;Take-Two Interactive
PB006;Activision
PB002;
PB012;Atari
PB009;Electronic Arts
PB016;Konami Digital Entertainment
PB009;Electronic Arts
PB002;
PB010;Sega
PB002;
PB016;Konami Digital Entertainment
PB069;TDK Mediactive
PB006;Activision
PB047;Tecmo Koei
PB016;Konami Digital Entertainment
PB002;
PB029;THQ
PB010;Sega
PB007;Ubisoft
PB025;Namco Bandai Games
PB058;D3Publisher
PB025;Namco Bandai Games
PB009;Electronic Arts
PB155;Midas Interactive Entertainment
PB001;Nintendo
PB085;Empire Interactive
PB019;Virgin Interactive
PB016;Konami Digital Entertainment
PB002;
PB009;Electronic Arts
PB006;Activision
PB010;Sega
PB068;Atlus
PB002;
PB025;Namco Bandai Games
PB005;Sony Computer Entertainment
PB058;D3Publisher
PB047;Tecmo Koei
PB024;Enix Corporation
PB016;Konami Digital Entertainment
PB009;Electronic Arts
PB025;Namco Bandai Games
PB005;Sony Computer Entertainment
PB006;Activision
PB007;Ubisoft
PB038;Midway Games
PB007;Ubisoft
PB033;Disney Interactive Studios
PB025;Namco Bandai Games
PB195;Jorudan
PB005;Sony Computer Entertainment
PB002;
PB014;Capcom
PB007;Ubisoft
PB004;Take-Two Interactive
PB214;Nihon Falcom Corporation
PB009;Electronic Arts
PB053;Unknown
PB002;
PB031;Acclaim Entertainment
PB181;Kemco
PB099;Titus
PB031;Acclaim Entertainment
PB001;Nintendo
PB001;Nintendo
PB009;Electronic Arts
PB038;Midway Games
PB047;Tecmo Koei
PB002;
PB183;Avanquest
PB002;
PB029;THQ
PB035;Codemasters
PB035;Codemasters
PB002;
PB002;
PB033;Disney Interactive Studios
PB003;Microsoft Game Studios
PB053;Unknown
PB010;Sega
PB001;Nintendo
PB009;Electronic Arts
PB169;Takara
PB007;Ubisoft
PB002;
PB025;Namco Bandai Games
PB029;THQ
PB005;Sony Computer Entertainment
PB006;Activision
PB215;Angel Studios
PB035;Codemasters
PB149;Destineer
PB058;D3Publisher
PB069;TDK Mediactive
PB010;Sega
PB010;Sega
PB047;Tecmo Koei
PB009;Electronic Arts
PB002;
PB010;Sega
PB009;Electronic Arts
PB014;Capcom
PB010;Sega
PB006;Activision
PB155;Midas Interactive Entertainment
PB041;Deep Silver
PB025;Namco Bandai Games
PB004;Take-Two Interactive
PB007;Ubisoft
PB216;Arc System Works
PB051;Infogrames
PB017;Square Enix
PB005;Sony Computer Entertainment
PB007;Ubisoft
PB016;Konami Digital Entertainment
PB038;Midway Games
PB210;Storm City Games
PB005;Sony Computer Entertainment
PB016;Konami Digital Entertainment
PB006;Activision
PB017;Square Enix
PB002;
PB009;Electronic Arts
PB002;
PB047;Tecmo Koei
PB016;Konami Digital Entertainment
PB148;Ignition Entertainment
PB002;
PB023;Vivendi Games
PB047;Tecmo Koei
PB029;THQ
PB003;Microsoft Game Studios
PB009;Electronic Arts
PB029;THQ
PB001;Nintendo
PB006;Activision
PB113;Interplay
PB001;Nintendo
PB002;
PB035;Codemasters
PB029;THQ
PB002;
PB002;
PB002;
PB005;Sony Computer Entertainment
PB067;Rising Star Games
PB217;Playmates
PB005;Sony Computer Entertainment
PB002;
PB012;Atari
PB098;Game Factory
PB182;Human Entertainment
PB029;THQ
PB016;Konami Digital Entertainment
PB016;Konami Digital Entertainment
PB007;Ubisoft
PB004;Take-Two Interactive
PB009;Electronic Arts
PB038;Midway Games
PB004;Take-Two Interactive
PB025;Namco Bandai Games
PB038;Midway Games
PB006;Activision
PB016;Konami Digital Entertainment
PB006;Activision
PB025;Namco Bandai Games
PB006;Activision
PB025;Namco Bandai Games
PB002;
PB025;Namco Bandai Games
PB006;Activision
PB005;Sony Computer Entertainment
PB016;Konami Digital Entertainment
PB002;
PB009;Electronic Arts
PB218;SNK Playmore
PB033;Disney Interactive Studios
PB007;Ubisoft
PB034;Majesco Entertainment
PB029;THQ
PB001;Nintendo
PB130;Tigervision
PB014;Capcom
PB009;Electronic Arts
PB016;Konami Digital Entertainment
PB009;Electronic Arts
PB219;Hamster Corporation
PB025;Namco Bandai Games
PB009;Electronic Arts
PB038;Midway Games
PB003;Microsoft Game Studios
PB001;Nintendo
PB016;Konami Digital Entertainment
PB025;Namco Bandai Games
PB002;
PB028;Sony Computer Entertainment Europe
PB025;Namco Bandai Games
PB002;
PB095;Sammy Corporation
PB085;Empire Interactive
PB001;Nintendo
PB047;Tecmo Koei
PB033;Disney Interactive Studios
PB029;THQ
PB007;Ubisoft
PB162;Xplosiv
PB029;THQ
PB171;Mastiff
PB009;Electronic Arts
PB005;Sony Computer Entertainment
PB107;SCi
PB006;Activision
PB012;Atari
PB020;Warner Bros. Interactive Entertainment
PB002;
PB113;Interplay
PB012;Atari
PB001;Nintendo
PB006;Activision
PB009;Electronic Arts
PB029;THQ
PB021;Eidos Interactive
PB010;Sega
PB007;Ubisoft
PB005;Sony Computer Entertainment
PB013;505 Games
PB014;Capcom
PB038;Midway Games
PB147;Laguna
PB009;Electronic Arts
PB009;Electronic Arts
PB033;Disney Interactive Studios
PB016;Konami Digital Entertainment
PB069;TDK Mediactive
PB002;
PB007;Ubisoft
PB029;THQ
PB016;Konami Digital Entertainment
PB006;Activision
PB002;
PB002;
PB016;Konami Digital Entertainment
PB002;
PB002;
PB029;THQ
PB002;
PB126;Nippon Ichi Software
PB053;Unknown
PB006;Activision
PB155;Midas Interactive Entertainment
PB006;Activision
PB004;Take-Two Interactive
PB021;Eidos Interactive
PB191;Elf
PB002;
PB020;Warner Bros. Interactive Entertainment
PB006;Activision
PB006;Activision
PB025;Namco Bandai Games
PB006;Activision
PB006;Activision
PB006;Activision
PB060;Video System
PB009;Electronic Arts
PB164;GameMill Entertainment
PB010;Sega
PB012;Atari
PB001;Nintendo
PB010;Sega
PB016;Konami Digital Entertainment
PB009;Electronic Arts
PB009;Electronic Arts
PB031;Acclaim Entertainment
PB032;MTV Games
PB007;Ubisoft
PB028;Sony Computer Entertainment Europe
PB009;Electronic Arts
PB029;THQ
PB006;Activision
PB031;Acclaim Entertainment
PB009;Electronic Arts
PB025;Namco Bandai Games
PB029;THQ
PB014;Capcom
PB016;Konami Digital Entertainment
PB007;Ubisoft
PB016;Konami Digital Entertainment
PB004;Take-Two Interactive
PB002;
PB025;Namco Bandai Games
PB220;From Software
PB001;Nintendo
PB221;Nippon Columbia
PB001;Nintendo
PB016;Konami Digital Entertainment
PB006;Activision
PB222;Nichibutsu
PB142;Spike
PB057;Activision Value
PB001;Nintendo
PB004;Take-Two Interactive
PB144;Coleco
PB223;Little Orbit
PB009;Electronic Arts
PB003;Microsoft Game Studios
PB006;Activision
PB131;Tomy Corporation
PB012;Atari
PB002;
PB016;Konami Digital Entertainment
PB014;Capcom
PB002;
PB002;
PB034;Majesco Entertainment
PB009;Electronic Arts
PB017;Square Enix
PB224;Conspiracy Entertainment
PB038;Midway Games
PB010;Sega
PB012;Atari
PB002;
PB009;Electronic Arts
PB016;Konami Digital Entertainment
PB029;THQ
PB025;Namco Bandai Games
PB076;Natsume
PB031;Acclaim Entertainment
PB077;Focus Home Interactive
PB007;Ubisoft
PB010;Sega
PB014;Capcom
PB025;Namco Bandai Games
PB006;Activision
PB005;Sony Computer Entertainment
PB008;Bethesda Softworks
PB005;Sony Computer Entertainment
PB092;Microprose
PB016;Konami Digital Entertainment
PB025;Namco Bandai Games
PB021;Eidos Interactive
PB035;Codemasters
PB001;Nintendo
PB025;Namco Bandai Games
PB010;Sega
PB025;Namco Bandai Games
PB010;Sega
PB007;Ubisoft
PB051;Infogrames
PB007;Ubisoft
PB002;
PB006;Activision
PB009;Electronic Arts
PB012;Atari
PB006;Activision
PB033;Disney Interactive Studios
PB020;Warner Bros. Interactive Entertainment
PB007;Ubisoft
PB003;Microsoft Game Studios
PB115;ChunSoft
PB021;Eidos Interactive
PB006;Activision
PB126;Nippon Ichi Software
PB002;
PB007;Ubisoft
PB002;
PB014;Capcom
PB016;Konami Digital Entertainment
PB029;THQ
PB151;Imagineer
PB017;Square Enix
PB077;Focus Home Interactive
PB009;Electronic Arts
PB002;
PB029;THQ
PB006;Activision
PB009;Electronic Arts
PB002;
PB192;Kalypso Media
PB016;Konami Digital Entertainment
PB016;Konami Digital Entertainment
PB031;Acclaim Entertainment
PB031;Acclaim Entertainment
PB001;Nintendo
PB002;
PB014;Capcom
PB002;
PB002;
PB009;Electronic Arts
PB058;D3Publisher
PB009;Electronic Arts
PB029;THQ
PB006;Activision
PB006;Activision
PB025;Namco Bandai Games
PB029;THQ
PB225;DTP Entertainment
PB016;Konami Digital Entertainment
PB068;Atlus
PB020;Warner Bros. Interactive Entertainment
PB016;Konami Digital Entertainment
PB010;Sega
PB014;Capcom
PB004;Take-Two Interactive
PB006;Activision
PB226;Hect
PB068;Atlus
PB001;Nintendo
PB031;Acclaim Entertainment
PB009;Electronic Arts
PB025;Namco Bandai Games
PB009;Electronic Arts
PB080;SouthPeak Games
PB009;Electronic Arts
PB001;Nintendo
PB017;Square Enix
PB001;Nintendo
PB035;Codemasters
PB082;Zoo Digital Publishing
PB002;
PB029;THQ
PB010;Sega
PB004;Take-Two Interactive
PB006;Activision
PB168;BAM! Entertainment
PB020;Warner Bros. Interactive Entertainment
PB016;Konami Digital Entertainment
PB002;
PB009;Electronic Arts
PB034;Majesco Entertainment
PB002;
PB004;Take-Two Interactive
PB010;Sega
PB009;Electronic Arts
PB016;Konami Digital Entertainment
PB007;Ubisoft
PB015;GT Interactive
PB067;Rising Star Games
PB053;Unknown
PB029;THQ
PB005;Sony Computer Entertainment
PB009;Electronic Arts
PB006;Activision
PB013;505 Games
PB053;Unknown
PB029;THQ
PB009;Electronic Arts
PB005;Sony Computer Entertainment
PB002;
PB065;Crave Entertainment
PB141;Banpresto
PB057;Activision Value
PB025;Namco Bandai Games
PB012;Atari
PB047;Tecmo Koei
PB227;Mumbo Jumbo
PB009;Electronic Arts
PB007;Ubisoft
PB180;Mentor Interactive
PB047;Tecmo Koei
PB004;Take-Two Interactive
PB016;Konami Digital Entertainment
PB034;Majesco Entertainment
PB009;Electronic Arts
PB047;Tecmo Koei
PB007;Ubisoft
PB007;Ubisoft
PB034;Majesco Entertainment
PB016;Konami Digital Entertainment
PB007;Ubisoft
PB004;Take-Two Interactive
PB002;
PB006;Activision
PB025;Namco Bandai Games
PB002;
PB010;Sega
PB047;Tecmo Koei
PB005;Sony Computer Entertainment
PB228;Pacific Century Cyber Works
PB171;Mastiff
PB004;Take-Two Interactive
PB012;Atari
PB007;Ubisoft
PB029;THQ
PB021;Eidos Interactive
PB007;Ubisoft
PB025;Namco Bandai Games
PB010;Sega
PB009;Electronic Arts
PB025;Namco Bandai Games
PB009;Electronic Arts
PB004;Take-Two Interactive
PB010;Sega
PB016;Konami Digital Entertainment
PB142;Spike
PB220;From Software
PB126;Nippon Ichi Software
PB025;Namco Bandai Games
PB066;Hudson Soft
PB005;Sony Computer Entertainment
PB007;Ubisoft
PB057;Activision Value
PB006;Activision
PB003;Microsoft Game Studios
PB005;Sony Computer Entertainment
PB002;
PB025;Namco Bandai Games
PB038;Midway Games
PB025;Namco Bandai Games
PB029;THQ
PB010;Sega
PB023;Vivendi Games
PB041;Deep Silver
PB033;Disney Interactive Studios
PB001;Nintendo
PB002;
PB035;Codemasters
PB036;Level 5
PB004;Take-Two Interactive
PB007;Ubisoft
PB010;Sega
PB002;
PB016;Konami Digital Entertainment
PB029;THQ
PB014;Capcom
PB025;Namco Bandai Games
PB001;Nintendo
PB029;THQ
PB001;Nintendo
PB009;Electronic Arts
PB007;Ubisoft
PB006;Activision
PB002;
PB202;Home Entertainment Suppliers
PB034;Majesco Entertainment
PB018;LucasArts
PB007;Ubisoft
PB014;Capcom
PB071;Zoo Games
PB002;
PB007;Ubisoft
PB020;Warner Bros. Interactive Entertainment
PB004;Take-Two Interactive
PB016;Konami Digital Entertainment
PB009;Electronic Arts
PB002;
PB016;Konami Digital Entertainment
PB016;Konami Digital Entertainment
PB141;Banpresto
PB201;PopCap Games
PB168;BAM! Entertainment
PB033;Disney Interactive Studios
PB006;Activision
PB068;Atlus
PB024;Enix Corporation
PB002;
PB029;THQ
PB025;Namco Bandai Games
PB002;
PB002;
PB018;LucasArts
PB015;GT Interactive
PB031;Acclaim Entertainment
PB009;Electronic Arts
PB229;Indie Games
PB016;Konami Digital Entertainment
PB002;
PB002;
PB002;
PB006;Activision
PB006;Activision
PB069;TDK Mediactive
PB002;
PB006;Activision
PB012;Atari
PB002;
PB025;Namco Bandai Games
PB007;Ubisoft
PB006;Activision
PB012;Atari
PB077;Focus Home Interactive
PB077;Focus Home Interactive
PB067;Rising Star Games
PB002;
PB021;Eidos Interactive
PB023;Vivendi Games
PB066;Hudson Soft
PB005;Sony Computer Entertainment
PB001;Nintendo
PB002;
PB035;Codemasters
PB002;
PB029;THQ
PB007;Ubisoft
PB098;Game Factory
PB141;Banpresto
PB016;Konami Digital Entertainment
PB014;Capcom
PB009;Electronic Arts
PB002;
PB002;
PB010;Sega
PB148;Ignition Entertainment
PB019;Virgin Interactive
PB002;
PB010;Sega
PB013;505 Games
PB025;Namco Bandai Games
PB005;Sony Computer Entertainment
PB002;
PB007;Ubisoft
PB029;THQ
PB169;Takara
PB005;Sony Computer Entertainment
PB008;Bethesda Softworks
PB006;Activision
PB033;Disney Interactive Studios
PB009;Electronic Arts
PB220;From Software
PB001;Nintendo
PB012;Atari
PB009;Electronic Arts
PB066;Hudson Soft
PB141;Banpresto
PB230;Liquid Games
PB001;Nintendo
PB004;Take-Two Interactive
PB051;Infogrames
PB031;Acclaim Entertainment
PB007;Ubisoft
PB006;Activision
PB021;Eidos Interactive
PB009;Electronic Arts
PB018;LucasArts
PB005;Sony Computer Entertainment
PB035;Codemasters
PB141;Banpresto
PB002;
PB001;Nintendo
PB005;Sony Computer Entertainment
PB004;Take-Two Interactive
PB002;
PB031;Acclaim Entertainment
PB009;Electronic Arts
PB007;Ubisoft
PB018;LucasArts
PB231;Axela
PB002;
PB025;Namco Bandai Games
PB007;Ubisoft
PB029;THQ
PB006;Activision
PB002;
PB074;3DO
PB028;Sony Computer Entertainment Europe
PB005;Sony Computer Entertainment
PB018;LucasArts
PB023;Vivendi Games
PB009;Electronic Arts
PB004;Take-Two Interactive
PB047;Tecmo Koei
PB002;
PB014;Capcom
PB007;Ubisoft
PB023;Vivendi Games
PB033;Disney Interactive Studios
PB006;Activision
PB010;Sega
PB031;Acclaim Entertainment
PB016;Konami Digital Entertainment
PB077;Focus Home Interactive
PB038;Midway Games
PB033;Disney Interactive Studios
PB009;Electronic Arts
PB007;Ubisoft
PB002;
PB033;Disney Interactive Studios
PB010;Sega
PB232;ArtDink
PB003;Microsoft Game Studios
PB002;
PB006;Activision
PB003;Microsoft Game Studios
PB233;Sunsoft
PB002;
PB002;
PB029;THQ
PB006;Activision
PB029;THQ
PB029;THQ
PB016;Konami Digital Entertainment
PB006;Activision
PB083;Psygnosis
PB085;Empire Interactive
PB168;BAM! Entertainment
PB009;Electronic Arts
PB047;Tecmo Koei
PB007;Ubisoft
PB009;Electronic Arts
PB023;Vivendi Games
PB006;Activision
PB009;Electronic Arts
PB006;Activision
PB010;Sega
PB038;Midway Games
PB029;THQ
PB011;SquareSoft
PB002;
PB006;Activision
PB002;
PB234;Gust
PB029;THQ
PB034;Majesco Entertainment
PB009;Electronic Arts
PB012;Atari
PB007;Ubisoft
PB007;Ubisoft
PB029;THQ
PB235;SNK
PB038;Midway Games
PB002;
PB016;Konami Digital Entertainment
PB038;Midway Games
PB030;Fox Interactive
PB004;Take-Two Interactive
PB081;Ocean
PB007;Ubisoft
PB015;GT Interactive
PB038;Midway Games
PB001;Nintendo
PB002;
PB050;Mindscape
PB023;Vivendi Games
PB002;
PB029;THQ
PB005;Sony Computer Entertainment
PB009;Electronic Arts
PB113;Interplay
PB017;Square Enix
PB010;Sega
PB002;
PB002;
PB002;
PB236;NEC Interchannel
PB017;Square Enix
PB002;
PB006;Activision
PB237;FuRyu
PB126;Nippon Ichi Software
PB014;Capcom
PB033;Disney Interactive Studios
PB031;Acclaim Entertainment
PB007;Ubisoft
PB076;Natsume
PB002;
PB006;Activision
PB031;Acclaim Entertainment
PB006;Activision
PB025;Namco Bandai Games
PB002;
PB058;D3Publisher
PB010;Sega
PB002;
PB047;Tecmo Koei
PB007;Ubisoft
PB117;20th Century Fox Video Games
PB007;Ubisoft
PB007;Ubisoft
PB002;
PB013;505 Games
PB009;Electronic Arts
PB009;Electronic Arts
PB002;
PB007;Ubisoft
PB014;Capcom
PB005;Sony Computer Entertainment
PB038;Midway Games
PB029;THQ
PB006;Activision
PB009;Electronic Arts
PB007;Ubisoft
PB009;Electronic Arts
PB067;Rising Star Games
PB014;Capcom
PB035;Codemasters
PB002;
PB002;
PB016;Konami Digital Entertainment
PB005;Sony Computer Entertainment
PB012;Atari
PB002;
PB017;Square Enix
PB169;Takara
PB033;Disney Interactive Studios
PB023;Vivendi Games
PB002;
PB006;Activision
PB082;Zoo Digital Publishing
PB007;Ubisoft
PB035;Codemasters
PB001;Nintendo
PB223;Little Orbit
PB007;Ubisoft
PB001;Nintendo
PB001;Nintendo
PB029;THQ
PB033;Disney Interactive Studios
PB096;Global Star
PB025;Namco Bandai Games
PB025;Namco Bandai Games
PB002;
PB007;Ubisoft
PB016;Konami Digital Entertainment
PB006;Activision
PB053;Unknown
PB007;Ubisoft
PB020;Warner Bros. Interactive Entertainment
PB067;Rising Star Games
PB033;Disney Interactive Studios
PB006;Activision
PB016;Konami Digital Entertainment
PB050;Mindscape
PB007;Ubisoft
PB002;
PB005;Sony Computer Entertainment
PB005;Sony Computer Entertainment
PB074;3DO
PB009;Electronic Arts
PB010;Sega
PB009;Electronic Arts
PB213;Marvelous Interactive
PB029;THQ
PB033;Disney Interactive Studios
PB006;Activision
PB029;THQ
PB016;Konami Digital Entertainment
PB016;Konami Digital Entertainment
PB025;Namco Bandai Games
PB057;Activision Value
PB025;Namco Bandai Games
PB005;Sony Computer Entertainment
PB031;Acclaim Entertainment
PB010;Sega
PB004;Take-Two Interactive
PB014;Capcom
PB016;Konami Digital Entertainment
PB007;Ubisoft
PB009;Electronic Arts
PB002;
PB007;Ubisoft
PB014;Capcom
PB001;Nintendo
PB238;Xing Entertainment
PB083;Psygnosis
PB007;Ubisoft
PB006;Activision
PB069;TDK Mediactive
PB126;Nippon Ichi Software
PB032;MTV Games
PB066;Hudson Soft
PB009;Electronic Arts
PB038;Midway Games
PB035;Codemasters
PB006;Activision
PB158;XS Games
PB002;
PB009;Electronic Arts
PB002;
PB002;
PB053;Unknown
PB010;Sega
PB014;Capcom
PB002;
PB058;D3Publisher
PB029;THQ
PB002;
PB068;Atlus
PB006;Activision
PB141;Banpresto
PB016;Konami Digital Entertainment
PB009;Electronic Arts
PB029;THQ
PB059;Oxygen Interactive
PB010;Sega
PB003;Microsoft Game Studios
PB067;Rising Star Games
PB002;
PB020;Warner Bros. Interactive Entertainment
PB012;Atari
PB029;THQ
PB009;Electronic Arts
PB010;Sega
PB025;Namco Bandai Games
PB239;ValuSoft
PB007;Ubisoft
PB006;Activision
PB067;Rising Star Games
PB213;Marvelous Interactive
